"","Disease","Date","State","Cases","Rates"
"4262","Pertussis",2020-02-29,"Australia",763,3
"4263","Pneumococcal disease (invasive)",2020-02-29,"Australia",80,0.3
"4264","Rotavirus",2020-02-29,"Australia",264,1
"4265","Varicella zoster (chickenpox)",2020-02-29,"Australia",266,1
"4266","Varicella zoster (shingles)",2020-02-29,"Australia",1478,5.8
"4267","Varicella zoster (unspecified)",2020-02-29,"Australia",966,3.8
"4268","Dengue virus infection",2020-02-29,"Australia",54,0.2
"4269","Ross River virus infection",2020-02-29,"Australia",128,0.5
"4270","Q fever",2020-02-29,"Australia",42,0.2
"4271","Hepatitis B (unspecified)",2020-01-31,"Australia",423,1.7
"4272","Hepatitis C (newly acquired)",2020-01-31,"Australia",63,0.2
"4273","Hepatitis C (unspecified)",2020-01-31,"Australia",614,2.4
"4274","Campylobacteriosis",2020-01-31,"Australia",3607,20.9
"4275","Cryptosporidiosis",2020-01-31,"Australia",436,1.7
"4276","STEC",2020-01-31,"Australia",83,0.3
"4277","Salmonellosis",2020-01-31,"Australia",1749,6.9
"4278","Shigellosis",2020-01-31,"Australia",409,1.6
"4279","Legionellosis",2020-01-31,"Australia",39,0.2
"4280","Tuberculosis",2020-01-31,"Australia",104,0.4
"4281","Chlamydial infection",2020-01-31,"Australia",7691,30.3
"4282","Gonococcal infection",2020-01-31,"Australia",3556,14
"4283","Syphilis < 2 years",2020-01-31,"Australia",541,2.1
"4284","Syphilis > 2 years or unspecified duration",2020-01-31,"Australia",170,0.7
"4285","Influenza (laboratory confirmed)",2020-01-31,"Australia",6982,27.5
"4286","Pertussis",2020-01-31,"Australia",874,3.4
"4287","Pneumococcal disease (invasive)",2020-01-31,"Australia",121,0.5
"4288","Rotavirus",2020-01-31,"Australia",429,1.7
"4289","Varicella zoster (chickenpox)",2020-01-31,"Australia",316,1.2
"4290","Varicella zoster (shingles)",2020-01-31,"Australia",1510,6
"4291","Varicella zoster (unspecified)",2020-01-31,"Australia",950,3.7
"4292","Dengue virus infection",2020-01-31,"Australia",71,0.3
"4293","Ross River virus infection",2020-01-31,"Australia",124,0.5
"4294","Q fever",2020-01-31,"Australia",53,0.2
"4295","Hepatitis B (unspecified)",2019-12-31,"Australia",381,1.5
"4296","Hepatitis C (newly acquired)",2019-12-31,"Australia",74,0.3
"4297","Hepatitis C (unspecified)",2019-12-31,"Australia",657,2.6
"4298","Campylobacteriosis",2019-12-31,"Australia",3190,18.5
"4299","Cryptosporidiosis",2019-12-31,"Australia",245,1
"4300","STEC",2019-12-31,"Australia",67,0.3
"4301","Salmonellosis",2019-12-31,"Australia",1392,5.5
"4302","Shigellosis",2019-12-31,"Australia",233,0.9
"4303","Legionellosis",2019-12-31,"Australia",39,0.2
"4304","Tuberculosis",2019-12-31,"Australia",137,0.5
"4305","Chlamydial infection",2019-12-31,"Australia",5958,23.5
"4306","Gonococcal infection",2019-12-31,"Australia",2566,10.1
"4307","Syphilis < 2 years",2019-12-31,"Australia",435,1.7
"4308","Syphilis > 2 years or unspecified duration",2019-12-31,"Australia",169,0.7
"4309","Influenza (laboratory confirmed)",2019-12-31,"Australia",4311,17
"4310","Pertussis",2019-12-31,"Australia",1069,4.2
"4311","Pneumococcal disease (invasive)",2019-12-31,"Australia",160,0.6
"4312","Rotavirus",2019-12-31,"Australia",826,3.3
"4313","Varicella zoster (chickenpox)",2019-12-31,"Australia",349,1.4
"4314","Varicella zoster (shingles)",2019-12-31,"Australia",1357,5.4
"4315","Varicella zoster (unspecified)",2019-12-31,"Australia",969,3.8
"4316","Dengue virus infection",2019-12-31,"Australia",72,0.3
"4317","Ross River virus infection",2019-12-31,"Australia",105,0.4
"4318","Q fever",2019-12-31,"Australia",46,0.2
"4319","Hepatitis B (unspecified)",2019-11-30,"Australia",442,1.7
"4320","Hepatitis C (newly acquired)",2019-11-30,"Australia",87,0.3
"4321","Hepatitis C (unspecified)",2019-11-30,"Australia",650,2.6
"4322","Campylobacteriosis",2019-11-30,"Australia",3475,20.1
"4323","Cryptosporidiosis",2019-11-30,"Australia",271,1.1
"4324","STEC",2019-11-30,"Australia",69,0.3
"4325","Salmonellosis",2019-11-30,"Australia",1247,4.9
"4326","Shigellosis",2019-11-30,"Australia",251,1
"4327","Legionellosis",2019-11-30,"Australia",50,0.2
"4328","Tuberculosis",2019-11-30,"Australia",129,0.5
"4329","Chlamydial infection",2019-11-30,"Australia",7279,28.7
"4330","Gonococcal infection",2019-11-30,"Australia",2804,11.1
"4331","Syphilis < 2 years",2019-11-30,"Australia",506,2
"4332","Syphilis > 2 years or unspecified duration",2019-11-30,"Australia",205,0.8
"4333","Influenza (laboratory confirmed)",2019-11-30,"Australia",3737,14.7
"4334","Pertussis",2019-11-30,"Australia",1175,4.6
"4335","Pneumococcal disease (invasive)",2019-11-30,"Australia",150,0.6
"4336","Rotavirus",2019-11-30,"Australia",1048,4.1
"4337","Varicella zoster (chickenpox)",2019-11-30,"Australia",469,1.8
"4338","Varicella zoster (shingles)",2019-11-30,"Australia",1456,5.7
"4339","Varicella zoster (unspecified)",2019-11-30,"Australia",905,3.6
"4340","Dengue virus infection",2019-11-30,"Australia",107,0.4
"4341","Ross River virus infection",2019-11-30,"Australia",136,0.5
"4342","Q fever",2019-11-30,"Australia",48,0.2
"4343","Hepatitis B (unspecified)",2019-10-31,"Australia",517,2
"4344","Hepatitis C (newly acquired)",2019-10-31,"Australia",89,0.4
"4345","Hepatitis C (unspecified)",2019-10-31,"Australia",699,2.8
"4346","Campylobacteriosis",2019-10-31,"Australia",3650,21.1
"4347","Cryptosporidiosis",2019-10-31,"Australia",162,0.6
"4348","STEC",2019-10-31,"Australia",73,0.3
"4349","Salmonellosis",2019-10-31,"Australia",1266,5
"4350","Shigellosis",2019-10-31,"Australia",270,1.1
"4351","Legionellosis",2019-10-31,"Australia",46,0.2
"4352","Tuberculosis",2019-10-31,"Australia",149,0.6
"4353","Chlamydial infection",2019-10-31,"Australia",8018,31.6
"4354","Gonococcal infection",2019-10-31,"Australia",2887,11.4
"4355","Syphilis < 2 years",2019-10-31,"Australia",514,2
"4356","Syphilis > 2 years or unspecified duration",2019-10-31,"Australia",232,0.9
"4357","Influenza (laboratory confirmed)",2019-10-31,"Australia",8256,32.6
"4358","Measles",2019-10-31,"Australia",47,0.2
"4359","Pertussis",2019-10-31,"Australia",1020,4
"4360","Pneumococcal disease (invasive)",2019-10-31,"Australia",200,0.8
"4361","Rotavirus",2019-10-31,"Australia",969,3.8
"4362","Varicella zoster (chickenpox)",2019-10-31,"Australia",445,1.8
"4363","Varicella zoster (shingles)",2019-10-31,"Australia",1570,6.2
"4364","Varicella zoster (unspecified)",2019-10-31,"Australia",1001,3.9
"4365","Dengue virus infection",2019-10-31,"Australia",101,0.4
"4366","Ross River virus infection",2019-10-31,"Australia",184,0.7
"4367","Q fever",2019-10-31,"Australia",63,0.2
"4368","Hepatitis B (unspecified)",2019-09-30,"Australia",439,1.7
"4369","Hepatitis C (newly acquired)",2019-09-30,"Australia",77,0.3
"4370","Hepatitis C (unspecified)",2019-09-30,"Australia",670,2.6
"4371","Campylobacteriosis",2019-09-30,"Australia",2943,17
"4372","Cryptosporidiosis",2019-09-30,"Australia",127,0.5
"4373","Salmonellosis",2019-09-30,"Australia",910,3.6
"4374","Shigellosis",2019-09-30,"Australia",206,0.8
"4375","Legionellosis",2019-09-30,"Australia",46,0.2
"4376","Tuberculosis",2019-09-30,"Australia",126,0.5
"4377","Chlamydial infection",2019-09-30,"Australia",8334,32.9
"4378","Gonococcal infection",2019-09-30,"Australia",2677,10.6
"4379","Syphilis < 2 years",2019-09-30,"Australia",489,1.9
"4380","Syphilis > 2 years or unspecified duration",2019-09-30,"Australia",243,1
"4381","Influenza (laboratory confirmed)",2019-09-30,"Australia",33508,132.1
"4382","Pertussis",2019-09-30,"Australia",1035,4.1
"4383","Pneumococcal disease (invasive)",2019-09-30,"Australia",238,0.9
"4384","Rotavirus",2019-09-30,"Australia",995,3.9
"4385","Varicella zoster (chickenpox)",2019-09-30,"Australia",432,1.7
"4386","Varicella zoster (shingles)",2019-09-30,"Australia",1380,5.4
"4387","Varicella zoster (unspecified)",2019-09-30,"Australia",969,3.8
"4388","Dengue virus infection",2019-09-30,"Australia",82,0.3
"4389","Ross River virus infection",2019-09-30,"Australia",163,0.6
"4390","Q fever",2019-09-30,"Australia",49,0.2
"4391","Hepatitis B (unspecified)",2019-08-31,"Australia",500,2
"4392","Hepatitis C (newly acquired)",2019-08-31,"Australia",67,0.3
"4393","Hepatitis C (unspecified)",2019-08-31,"Australia",759,3
"4394","Campylobacteriosis",2019-08-31,"Australia",2857,16.5
"4395","Cryptosporidiosis",2019-08-31,"Australia",130,0.5
"4396","STEC",2019-08-31,"Australia",41,0.2
"4397","Salmonellosis",2019-08-31,"Australia",809,3.2
"4398","Shigellosis",2019-08-31,"Australia",230,0.9
"4399","Legionellosis",2019-08-31,"Australia",39,0.2
"4400","Tuberculosis",2019-08-31,"Australia",133,0.5
"4401","Chlamydial infection",2019-08-31,"Australia",9103,35.9
"4402","Gonococcal infection",2019-08-31,"Australia",2832,11.2
"4403","Syphilis < 2 years",2019-08-31,"Australia",519,2
"4404","Syphilis > 2 years or unspecified duration",2019-08-31,"Australia",241,1
"4405","Influenza (laboratory confirmed)",2019-08-31,"Australia",61066,240.8
"4406","Pertussis",2019-08-31,"Australia",1056,4.2
"4407","Pneumococcal disease (invasive)",2019-08-31,"Australia",247,1
"4408","Rotavirus",2019-08-31,"Australia",565,2.2
"4409","Varicella zoster (chickenpox)",2019-08-31,"Australia",476,1.9
"4410","Varicella zoster (shingles)",2019-08-31,"Australia",1351,5.3
"4411","Varicella zoster (unspecified)",2019-08-31,"Australia",995,3.9
"4412","Dengue virus infection",2019-08-31,"Australia",96,0.4
"4413","Malaria",2019-08-31,"Australia",41,0.2
"4414","Ross River virus infection",2019-08-31,"Australia",212,0.8
"4415","Hepatitis B (unspecified)",2019-07-31,"Australia",506,2
"4416","Hepatitis C (newly acquired)",2019-07-31,"Australia",68,0.3
"4417","Hepatitis C (unspecified)",2019-07-31,"Australia",710,2.8
"4418","Campylobacteriosis",2019-07-31,"Australia",2851,16.5
"4419","Cryptosporidiosis",2019-07-31,"Australia",151,0.6
"4420","STEC",2019-07-31,"Australia",41,0.2
"4421","Salmonellosis",2019-07-31,"Australia",925,3.6
"4422","Shigellosis",2019-07-31,"Australia",236,0.9
"4423","Tuberculosis",2019-07-31,"Australia",128,0.5
"4424","Chlamydial infection",2019-07-31,"Australia",9432,37.2
"4425","Gonococcal infection",2019-07-31,"Australia",3048,12
"4426","Syphilis < 2 years",2019-07-31,"Australia",506,2
"4427","Syphilis > 2 years or unspecified duration",2019-07-31,"Australia",203,0.8
"4428","Influenza (laboratory confirmed)",2019-07-31,"Australia",70083,276.4
"4429","Pertussis",2019-07-31,"Australia",959,3.8
"4430","Pneumococcal disease (invasive)",2019-07-31,"Australia",268,1.1
"4431","Rotavirus",2019-07-31,"Australia",426,1.7
"4432","Varicella zoster (chickenpox)",2019-07-31,"Australia",431,1.7
"4433","Varicella zoster (shingles)",2019-07-31,"Australia",1418,5.6
"4434","Varicella zoster (unspecified)",2019-07-31,"Australia",964,3.8
"4435","Dengue virus infection",2019-07-31,"Australia",151,0.6
"4436","Malaria",2019-07-31,"Australia",40,0.2
"4437","Ross River virus infection",2019-07-31,"Australia",247,1
"4438","Hepatitis B (unspecified)",2019-06-30,"Australia",434,1.7
"4439","Hepatitis C (newly acquired)",2019-06-30,"Australia",58,0.2
"4440","Hepatitis C (unspecified)",2019-06-30,"Australia",702,2.8
"4441","Campylobacteriosis",2019-06-30,"Australia",2376,13.8
"4442","Cryptosporidiosis",2019-06-30,"Australia",134,0.5
"4443","STEC",2019-06-30,"Australia",45,0.2
"4444","Salmonellosis",2019-06-30,"Australia",852,3.4
"4445","Shigellosis",2019-06-30,"Australia",204,0.8
"4446","Tuberculosis",2019-06-30,"Australia",105,0.4
"4447","Chlamydial infection",2019-06-30,"Australia",8298,32.7
"4448","Gonococcal infection",2019-06-30,"Australia",2592,10.2
"4449","Syphilis < 2 years",2019-06-30,"Australia",462,1.8
"4450","Syphilis > 2 years or unspecified duration",2019-06-30,"Australia",192,0.8
"4451","Influenza (laboratory confirmed)",2019-06-30,"Australia",57936,228.5
"4452","Pertussis",2019-06-30,"Australia",841,3.3
"4453","Pneumococcal disease (invasive)",2019-06-30,"Australia",241,1
"4454","Rotavirus",2019-06-30,"Australia",298,1.2
"4455","Varicella zoster (chickenpox)",2019-06-30,"Australia",348,1.4
"4456","Varicella zoster (shingles)",2019-06-30,"Australia",1126,4.4
"4457","Varicella zoster (unspecified)",2019-06-30,"Australia",1119,4.4
"4458","Dengue virus infection",2019-06-30,"Australia",121,0.5
"4459","Ross River virus infection",2019-06-30,"Australia",286,1.1
"4460","Q fever",2019-06-30,"Australia",42,0.2
"4461","Hepatitis B (unspecified)",2019-05-31,"Australia",527,2.1
"4462","Hepatitis C (newly acquired)",2019-05-31,"Australia",56,0.2
"4463","Hepatitis C (unspecified)",2019-05-31,"Australia",731,2.9
"4464","Campylobacteriosis",2019-05-31,"Australia",2686,15.6
"4465","Cryptosporidiosis",2019-05-31,"Australia",231,0.9
"4466","STEC",2019-05-31,"Australia",56,0.2
"4467","Salmonellosis",2019-05-31,"Australia",1172,4.6
"4468","Shigellosis",2019-05-31,"Australia",283,1.1
"4469","Tuberculosis",2019-05-31,"Australia",143,0.6
"4470","Chlamydial infection",2019-05-31,"Australia",9700,38.3
"4471","Gonococcal infection",2019-05-31,"Australia",3108,12.3
"4472","Syphilis < 2 years",2019-05-31,"Australia",527,2.1
"4473","Syphilis > 2 years or unspecified duration",2019-05-31,"Australia",222,0.9
"4474","Influenza (laboratory confirmed)",2019-05-31,"Australia",30647,120.9
"4475","Pertussis",2019-05-31,"Australia",985,3.9
"4476","Pneumococcal disease (invasive)",2019-05-31,"Australia",185,0.7
"4477","Rotavirus",2019-05-31,"Australia",225,0.9
"4478","Varicella zoster (chickenpox)",2019-05-31,"Australia",287,1.1
"4479","Varicella zoster (shingles)",2019-05-31,"Australia",1086,4.3
"4480","Varicella zoster (unspecified)",2019-05-31,"Australia",1336,5.3
"4481","Dengue virus infection",2019-05-31,"Australia",179,0.7
"4482","Ross River virus infection",2019-05-31,"Australia",443,1.7
"4483","Hepatitis B (unspecified)",2019-04-30,"Australia",477,1.9
"4484","Hepatitis C (newly acquired)",2019-04-30,"Australia",52,0.2
"4485","Hepatitis C (unspecified)",2019-04-30,"Australia",681,2.7
"4486","Campylobacteriosis",2019-04-30,"Australia",2427,14.1
"4487","Cryptosporidiosis",2019-04-30,"Australia",239,0.9
"4488","STEC",2019-04-30,"Australia",51,0.2
"4489","Salmonellosis",2019-04-30,"Australia",1383,5.5
"4490","Shigellosis",2019-04-30,"Australia",313,1.2
"4491","Tuberculosis",2019-04-30,"Australia",127,0.5
"4492","Chlamydial infection",2019-04-30,"Australia",8233,32.5
"4493","Gonococcal infection",2019-04-30,"Australia",2691,10.6
"4494","Syphilis < 2 years",2019-04-30,"Australia",426,1.7
"4495","Syphilis > 2 years or unspecified duration",2019-04-30,"Australia",221,0.9
"4496","Influenza (laboratory confirmed)",2019-04-30,"Australia",18691,73.7
"4497","Pertussis",2019-04-30,"Australia",793,3.1
"4498","Pneumococcal disease (invasive)",2019-04-30,"Australia",164,0.6
"4499","Rotavirus",2019-04-30,"Australia",219,0.9
"4500","Varicella zoster (chickenpox)",2019-04-30,"Australia",271,1.1
"4501","Varicella zoster (shingles)",2019-04-30,"Australia",1056,4.2
"4502","Varicella zoster (unspecified)",2019-04-30,"Australia",1209,4.8
"4503","Dengue virus infection",2019-04-30,"Australia",140,0.6
"4504","Ross River virus infection",2019-04-30,"Australia",384,1.5
"4505","Q fever",2019-04-30,"Australia",43,0.2
"4506","Hepatitis B (unspecified)",2019-03-31,"Australia",543,2.1
"4507","Hepatitis C (newly acquired)",2019-03-31,"Australia",60,0.2
"4508","Hepatitis C (unspecified)",2019-03-31,"Australia",802,3.2
"4509","Campylobacteriosis",2019-03-31,"Australia",2786,16.1
"4510","Cryptosporidiosis",2019-03-31,"Australia",293,1.2
"4511","STEC",2019-03-31,"Australia",57,0.2
"4512","Salmonellosis",2019-03-31,"Australia",1528,6
"4513","Shigellosis",2019-03-31,"Australia",278,1.1
"4514","Tuberculosis",2019-03-31,"Australia",120,0.5
"4515","Chlamydial infection",2019-03-31,"Australia",9205,36.3
"4516","Gonococcal infection",2019-03-31,"Australia",3002,11.8
"4517","Syphilis < 2 years",2019-03-31,"Australia",515,2
"4518","Syphilis > 2 years or unspecified duration",2019-03-31,"Australia",219,0.9
"4519","Influenza (laboratory confirmed)",2019-03-31,"Australia",11227,44.3
"4520","Measles",2019-03-31,"Australia",45,0.2
"4521","Pertussis",2019-03-31,"Australia",935,3.7
"4522","Pneumococcal disease (invasive)",2019-03-31,"Australia",104,0.4
"4523","Rotavirus",2019-03-31,"Australia",217,0.9
"4524","Varicella zoster (chickenpox)",2019-03-31,"Australia",342,1.3
"4525","Varicella zoster (shingles)",2019-03-31,"Australia",1187,4.7
"4526","Varicella zoster (unspecified)",2019-03-31,"Australia",1288,5.1
"4527","Dengue virus infection",2019-03-31,"Australia",124,0.5
"4528","Ross River virus infection",2019-03-31,"Australia",320,1.3
"4529","Q fever",2019-03-31,"Australia",57,0.2
"4530","Hepatitis B (unspecified)",2019-02-28,"Australia",487,1.9
"4531","Hepatitis C (newly acquired)",2019-02-28,"Australia",44,0.2
"4532","Hepatitis C (unspecified)",2019-02-28,"Australia",706,2.8
"4533","Campylobacteriosis",2019-02-28,"Australia",2972,17.2
"4534","Cryptosporidiosis",2019-02-28,"Australia",376,1.5
"4535","STEC",2019-02-28,"Australia",58,0.2
"4536","Salmonellosis",2019-02-28,"Australia",1583,6.2
"4537","Shigellosis",2019-02-28,"Australia",283,1.1
"4538","Tuberculosis",2019-02-28,"Australia",110,0.4
"4539","Chlamydial infection",2019-02-28,"Australia",9319,36.8
"4540","Gonococcal infection",2019-02-28,"Australia",2842,11.2
"4541","Syphilis < 2 years",2019-02-28,"Australia",495,2
"4542","Syphilis > 2 years or unspecified duration",2019-02-28,"Australia",205,0.8
"4543","Influenza (laboratory confirmed)",2019-02-28,"Australia",7172,28.3
"4544","Pertussis",2019-02-28,"Australia",836,3.3
"4545","Pneumococcal disease (invasive)",2019-02-28,"Australia",76,0.3
"4546","Rotavirus",2019-02-28,"Australia",200,0.8
"4547","Varicella zoster (chickenpox)",2019-02-28,"Australia",268,1.1
"4548","Varicella zoster (shingles)",2019-02-28,"Australia",1076,4.2
"4549","Varicella zoster (unspecified)",2019-02-28,"Australia",1179,4.6
"4550","Dengue virus infection",2019-02-28,"Australia",134,0.5
"4551","Ross River virus infection",2019-02-28,"Australia",267,1.1
"4552","Q fever",2019-02-28,"Australia",54,0.2
"4553","Hepatitis B (unspecified)",2019-01-31,"Australia",429,1.7
"4554","Hepatitis C (newly acquired)",2019-01-31,"Australia",58,0.2
"4555","Hepatitis C (unspecified)",2019-01-31,"Australia",672,2.7
"4556","Campylobacteriosis",2019-01-31,"Australia",3672,21.3
"4557","Cryptosporidiosis",2019-01-31,"Australia",320,1.3
"4558","STEC",2019-01-31,"Australia",60,0.2
"4559","Salmonellosis",2019-01-31,"Australia",1606,6.3
"4560","Shigellosis",2019-01-31,"Australia",365,1.4
"4561","Tuberculosis",2019-01-31,"Australia",104,0.4
"4562","Chlamydial infection",2019-01-31,"Australia",9733,38.4
"4563","Gonococcal infection",2019-01-31,"Australia",3221,12.7
"4564","Syphilis < 2 years",2019-01-31,"Australia",484,1.9
"4565","Syphilis > 2 years or unspecified duration",2019-01-31,"Australia",186,0.7
"4566","Influenza (laboratory confirmed)",2019-01-31,"Australia",6831,26.9
"4567","Pertussis",2019-01-31,"Australia",1320,5.2
"4568","Pneumococcal disease (invasive)",2019-01-31,"Australia",96,0.4
"4569","Rotavirus",2019-01-31,"Australia",188,0.7
"4570","Varicella zoster (chickenpox)",2019-01-31,"Australia",287,1.1
"4571","Varicella zoster (shingles)",2019-01-31,"Australia",1078,4.3
"4572","Varicella zoster (unspecified)",2019-01-31,"Australia",1288,5.1
"4573","Dengue virus infection",2019-01-31,"Australia",158,0.6
"4574","Ross River virus infection",2019-01-31,"Australia",238,0.9
"4575","Q fever",2019-01-31,"Australia",57,0.2
"4576","Hepatitis B (unspecified)",2018-12-31,"Australia",351,1.4
"4577","Hepatitis C (newly acquired)",2018-12-31,"Australia",49,0.2
"4578","Hepatitis C (unspecified)",2018-12-31,"Australia",641,2.6
"4579","Campylobacteriosis",2018-12-31,"Australia",2144,12.6
"4580","Cryptosporidiosis",2018-12-31,"Australia",186,0.7
"4581","STEC",2018-12-31,"Australia",59,0.2
"4582","Salmonellosis",2018-12-31,"Australia",1287,5.2
"4583","Shigellosis",2018-12-31,"Australia",224,0.9
"4584","Legionellosis",2018-12-31,"Australia",41,0.2
"4585","Tuberculosis",2018-12-31,"Australia",130,0.5
"4586","Chlamydial infection",2018-12-31,"Australia",7101,28.4
"4587","Gonococcal infection",2018-12-31,"Australia",2284,9.1
"4588","Syphilis < 2 years",2018-12-31,"Australia",404,1.6
