"","Disease","Date","State","Cases","Rates","Cases_7dayavg","Rates_7dayavg"
"4246","Rotavirus",2020-08-31,"Queensland",19,0.4,133.857142857143,2.64285714285714
"4247","Varicella zoster (chickenpox)",2020-08-31,"Queensland",71,1.4,130.857142857143,2.58571428571429
"4248","Varicella zoster (shingles)",2020-08-31,"Queensland",538,10.6,140.142857142857,2.77142857142857
"4249","Varicella zoster (unspecified)",2020-08-31,"Queensland",223,4.4,138,2.72857142857143
"4250","Barmah Forest virus infection",2020-08-31,"Queensland",30,0.6,146.857142857143,2.9
"4251","Ross River virus infection",2020-08-31,"Queensland",74,1.5,143,2.82857142857143
"4252","Q fever",2020-08-31,"Queensland",11,0.2,88.5714285714286,1.75714285714286
"4253","Hepatitis B (unspecified)",2020-08-31,"South Australia",21,1.2,88.4285714285714,5.02857142857142
"4254","Hepatitis C (unspecified)",2020-08-31,"South Australia",20,1.1,46.5714285714286,2.64285714285714
"4255","Campylobacteriosis",2020-08-31,"South Australia",218,12.4,47,2.67142857142857
"4256","Cryptosporidiosis",2020-08-31,"South Australia",15,0.9,46.8571428571429,2.67142857142857
"4257","STEC",2020-08-31,"South Australia",18,1,44.8571428571429,2.55714285714285
"4258","Salmonellosis",2020-08-31,"South Australia",33,1.9,43.2857142857143,2.47142857142857
"4259","Shigellosis",2020-08-31,"South Australia",3,0.2,74.2857142857143,4.24285714285714
"4260","Tuberculosis",2020-08-31,"South Australia",7,0.4,90.5714285714286,5.17142857142857
"4261","COVID-19",2020-08-31,"South Australia",9,0.5,89.2857142857143,5.09999999999999
"4262","Chlamydial infection",2020-08-31,"South Australia",435,24.8,86,4.91428571428571
"4263","Gonococcal infection",2020-08-31,"South Australia",129,7.4,86,4.91428571428571
"4264","Syphilis < 2 years",2020-08-31,"South Australia",9,0.5,85.7142857142857,4.89999999999999
"4265","Syphilis > 2 years or unspecified duration",2020-08-31,"South Australia",10,0.6,86.7142857142857,4.95714285714285
"4266","Influenza (laboratory confirmed)",2020-08-31,"South Australia",3,0.2,27.2857142857143,1.57142857142857
"4267","Pertussis",2020-08-31,"South Australia",5,0.3,14.5714285714286,0.842857142857137
"4268","Pneumococcal disease (invasive)",2020-08-31,"South Australia",16,0.9,46.2857142857143,2.65714285714285
"4269","Rotavirus",2020-08-31,"South Australia",19,1.1,57.2857142857143,3.28571428571428
"4270","Varicella zoster (chickenpox)",2020-08-31,"South Australia",40,2.3,57.2857142857143,3.28571428571428
"4271","Varicella zoster (shingles)",2020-08-31,"South Australia",231,13.2,58.7142857142857,3.37142857142857
"4272","Varicella zoster (unspecified)",2020-08-31,"South Australia",87,5,60.2857142857143,3.45714285714285
"4273","Ross River virus infection",2020-08-31,"South Australia",3,0.2,92,5.27142857142857
"4274","Hepatitis B (unspecified)",2020-08-31,"Tasmania",8,1.5,31,5.8
"4275","Hepatitis C (newly acquired)",2020-08-31,"Tasmania",1,0.2,31.2857142857143,5.85714285714286
"4276","Hepatitis C (unspecified)",2020-08-31,"Tasmania",14,2.6,25.1428571428571,4.71428571428572
"4277","Campylobacteriosis",2020-08-31,"Tasmania",125,23.4,22.7142857142857,4.25714285714286
"4278","Salmonellosis",2020-08-31,"Tasmania",8,1.5,37.1428571428571,6.95714285714286
"4279","Legionellosis",2020-08-31,"Tasmania",2,0.4,38.4285714285714,7.2
"4280","COVID-19",2020-08-31,"Tasmania",1,0.2,36.7142857142857,6.88571428571429
"4281","Chlamydial infection",2020-08-31,"Tasmania",109,20.4,19,3.57142857142857
"4282","Gonococcal infection",2020-08-31,"Tasmania",10,1.9,18.1428571428571,3.41428571428572
"4283","Syphilis < 2 years",2020-08-31,"Tasmania",2,0.4,18.1428571428571,3.41428571428572
"4284","Influenza (laboratory confirmed)",2020-08-31,"Tasmania",1,0.2,18.5714285714286,3.48571428571429
"4285","Pertussis",2020-08-31,"Tasmania",2,0.4,8.71428571428571,1.64285714285714
"4286","Pneumococcal disease (invasive)",2020-08-31,"Tasmania",2,0.4,10.2857142857143,1.92857142857143
"4287","Varicella zoster (chickenpox)",2020-08-31,"Tasmania",4,0.7,11,2.05714285714286
"4288","Varicella zoster (shingles)",2020-08-31,"Tasmania",40,7.5,11,2.05714285714286
"4289","Varicella zoster (unspecified)",2020-08-31,"Tasmania",21,3.9,12.4285714285714,2.31428571428572
"4290","Hepatitis B (unspecified)",2020-08-31,"Victoria",78,1.2,217,3.28571428571429
"4291","Hepatitis C (unspecified)",2020-08-31,"Victoria",116,1.8,224.285714285714,3.4
"4292","Campylobacteriosis",2020-08-31,"Victoria",474,7.2,207,3.14285714285714
"4293","Cryptosporidiosis",2020-08-31,"Victoria",23,0.3,1111.14285714286,16.8571428571429
"4294","Salmonellosis",2020-08-31,"Victoria",90,1.4,1141.42857142857,17.3142857142857
"4295","Tuberculosis",2020-08-31,"Victoria",45,0.7,1182.28571428571,17.9285714285714
"4296","COVID-19",2020-08-31,"Victoria",6952,105.4,1126.28571428571,17.0714285714286
"4297","Chlamydial infection",2020-08-31,"Victoria",290,4.4,1133.85714285714,17.2
"4298","Gonococcal infection",2020-08-31,"Victoria",402,6.1,1126,17.0714285714286
"4299","Syphilis < 2 years",2020-08-31,"Victoria",82,1.2,1124.57142857143,17.0428571428571
"4300","Syphilis > 2 years or unspecified duration",2020-08-31,"Victoria",76,1.2,133.571428571429,2.01428571428571
"4301","Influenza (laboratory confirmed)",2020-08-31,"Victoria",35,0.5,93.5714285714286,1.41428571428571
"4302","Pertussis",2020-08-31,"Victoria",35,0.5,39.7142857142857,0.6
"4303","Pneumococcal disease (invasive)",2020-08-31,"Victoria",15,0.2,48.8571428571429,0.742857142857143
"4304","Rotavirus",2020-08-31,"Victoria",10,0.2,120.571428571429,1.82857142857143
"4305","Varicella zoster (chickenpox)",2020-08-31,"Victoria",25,0.4,127.428571428571,1.94285714285714
"4306","Varicella zoster (shingles)",2020-08-31,"Victoria",146,2.2,139.285714285714,2.12857142857143
"4307","Varicella zoster (unspecified)",2020-08-31,"Victoria",578,8.8,216.857142857143,3.31428571428571
"4308","Hepatitis B (unspecified)",2020-08-31,"Western Australia",44,1.7,108.857142857143,4.15714285714285
"4309","Hepatitis C (newly acquired)",2020-08-31,"Western Australia",14,0.5,80.1428571428571,3.05714285714285
"4310","Hepatitis C (unspecified)",2020-08-31,"Western Australia",75,2.9,68.5714285714286,2.62857142857142
"4311","Campylobacteriosis",2020-08-31,"Western Australia",241,9.2,68.8571428571429,2.62857142857142
"4312","STEC",2020-08-31,"Western Australia",11,0.4,64.5714285714286,2.45714285714285
"4313","Salmonellosis",2020-08-31,"Western Australia",88,3.4,64.1428571428571,2.44285714285714
"4314","Shigellosis",2020-08-31,"Western Australia",9,0.3,184.571428571429,7.02857142857142
"4315","Tuberculosis",2020-08-31,"Western Australia",14,0.5,192.857142857143,7.34285714285714
"4316","COVID-19",2020-08-31,"Western Australia",11,0.4,200.714285714286,7.64285714285714
"4317","Chlamydial infection",2020-08-31,"Western Australia",918,35,192,7.3
"4318","Gonococcal infection",2020-08-31,"Western Australia",299,11.4,191.571428571429,7.28571428571428
"4319","Syphilis < 2 years",2020-08-31,"Western Australia",66,2.5,192,7.3
"4320","Syphilis > 2 years or unspecified duration",2020-08-31,"Western Australia",27,1,192.571428571429,7.32857142857142
"4321","Influenza (laboratory confirmed)",2020-08-31,"Western Australia",6,0.2,71.4285714285714,2.71428571428571
"4322","Pneumococcal disease (invasive)",2020-08-31,"Western Australia",17,0.6,59.8571428571429,2.27142857142857
"4323","Rotavirus",2020-08-31,"Western Australia",15,0.6,76,2.88571428571428
"4324","Varicella zoster (chickenpox)",2020-08-31,"Western Australia",70,2.7,74.1428571428571,2.81428571428571
"4325","Varicella zoster (shingles)",2020-08-31,"Western Australia",218,8.3,73.8571428571429,2.81428571428571
"4326","Varicella zoster (unspecified)",2020-08-31,"Western Australia",179,6.8,76.7142857142857,2.92857142857142
"4327","Ross River virus infection",2020-08-31,"Western Australia",14,0.5,84,3.2
"4328","Hepatitis B (unspecified)",2020-08-31,"Australia",429,1.7,537.285714285714,2.75714285714285
"4329","Hepatitis C (newly acquired)",2020-08-31,"Australia",55,0.2,537.571428571429,2.75714285714285
"4330","Hepatitis C (unspecified)",2020-08-31,"Australia",578,2.3,574.857142857143,2.9
"4331","Campylobacteriosis",2020-08-31,"Australia",2383,13.8,578,2.9
"4332","Cryptosporidiosis",2020-08-31,"Australia",71,0.3,536.142857142857,2.72857142857143
"4333","Salmonellosis",2020-08-31,"Australia",468,1.8,1570,6.81428571428571
"4334","Shigellosis",2020-08-31,"Australia",62,0.2,2334.71428571429,9.82857142857143
"4335","Tuberculosis",2020-08-31,"Australia",136,0.5,2310.42857142857,9.1
"4336","COVID-19",2020-08-31,"Australia",7292,28.8,2353.28571428571,9.27142857142857
"4337","Chlamydial infection",2020-08-31,"Australia",5931,23.4,2310.85714285714,9.11428571428571
"4338","Gonococcal infection",2020-08-31,"Australia",2213,8.7,2319.71428571429,9.15714285714285
"4339","Syphilis < 2 years",2020-08-31,"Australia",371,1.5,2310,9.12857142857142
"4340","Syphilis > 2 years or unspecified duration",2020-08-31,"Australia",171,0.7,1285.57142857143,5.08571428571428
"4341","Influenza (laboratory confirmed)",2020-08-31,"Australia",124,0.5,449.428571428571,1.78571428571428
"4342","Pertussis",2020-08-31,"Australia",68,0.3,165.571428571429,0.671428571428569
"4343","Pneumococcal disease (invasive)",2020-08-31,"Australia",121,0.5,289,1.15714285714285
"4344","Rotavirus",2020-08-31,"Australia",78,0.3,421.428571428571,1.67142857142857
"4345","Varicella zoster (chickenpox)",2020-08-31,"Australia",226,0.9,410.714285714286,1.62857142857143
"4346","Varicella zoster (shingles)",2020-08-31,"Australia",1235,4.9,420,1.65714285714285
"4347","Varicella zoster (unspecified)",2020-08-31,"Australia",1098,4.3,457.571428571429,1.8
"4348","Barmah Forest virus infection",2020-08-31,"Australia",49,0.2,454.428571428571,1.78571428571428
"4349","Ross River virus infection",2020-08-31,"Australia",133,0.5,512.857142857143,2.01428571428571
"4350","Hepatitis B (unspecified)",2020-09-30,"Australian Capital Territory",7,1.6,18.2857142857143,4.28571428571429
"4351","Hepatitis C (newly acquired)",2020-09-30,"Australian Capital Territory",5,1.2,17.8571428571429,4.18571428571429
"4352","Hepatitis C (unspecified)",2020-09-30,"Australian Capital Territory",11,2.6,13.1428571428571,3.07142857142857
"4353","Campylobacteriosis",2020-09-30,"Australian Capital Territory",58,13.6,12.8571428571429,3.01428571428572
"4354","Salmonellosis",2020-09-30,"Australian Capital Territory",6,1.4,25.2857142857143,5.94285714285715
"4355","Shigellosis",2020-09-30,"Australian Capital Territory",1,0.2,27.8571428571429,6.54285714285715
"4356","Tuberculosis",2020-09-30,"Australian Capital Territory",2,0.5,26.5714285714286,6.24285714285715
"4357","Chlamydial infection",2020-09-30,"Australian Capital Territory",94,22.1,18.4285714285714,4.32857142857143
"4358","Gonococcal infection",2020-09-30,"Australian Capital Territory",23,5.4,17.7142857142857,4.15714285714286
"4359","Syphilis < 2 years",2020-09-30,"Australian Capital Territory",2,0.5,17.7142857142857,4.15714285714286
"4360","Influenza (laboratory confirmed)",2020-09-30,"Australian Capital Territory",1,0.2,19.7142857142857,4.62857142857143
"4361","Pneumococcal disease (invasive)",2020-09-30,"Australian Capital Territory",1,0.2,12.7142857142857,2.98571428571429
"4362","Rotavirus",2020-09-30,"Australian Capital Territory",1,0.2,10.8571428571429,2.54285714285715
"4363","Varicella zoster (chickenpox)",2020-09-30,"Australian Capital Territory",16,3.8,10.7142857142857,2.5
"4364","Varicella zoster (shingles)",2020-09-30,"Australian Capital Territory",45,10.6,11.2857142857143,2.64285714285715
"4365","Varicella zoster (unspecified)",2020-09-30,"Australian Capital Territory",10,2.3,11.4285714285714,2.68571428571429
"4366","Malaria",2020-09-30,"Australian Capital Territory",1,0.2,13.2857142857143,3.12857142857143
"4367","Hepatitis B (unspecified)",2020-09-30,"New South Wales",150,1.9,162.857142857143,2.01428571428572
"4368","Hepatitis C (unspecified)",2020-09-30,"New South Wales",238,2.9,178.571428571429,2.21428571428572
"4369","Campylobacteriosis",2020-09-30,"New South Wales",673,8.3,177.857142857143,2.21428571428572
"4370","Cryptosporidiosis",2020-09-30,"New South Wales",15,0.2,178.571428571429,2.21428571428572
"4371","Salmonellosis",2020-09-30,"New South Wales",126,1.6,165.428571428571,2.04285714285715
"4372","Shigellosis",2020-09-30,"New South Wales",30,0.4,154.571428571429,1.91428571428572
"4373","Legionellosis",2020-09-30,"New South Wales",18,0.2,365.571428571429,4.52857142857143
"4374","Tuberculosis",2020-09-30,"New South Wales",58,0.7,485.714285714286,6.01428571428572
"4375","COVID-19",2020-09-30,"New South Wales",162,2,485.285714285714,6.00000000000001
"4376","Chlamydial infection",2020-09-30,"New South Wales",2150,26.6,487.714285714286,6.02857142857143
"4377","Gonococcal infection",2020-09-30,"New South Wales",856,10.6,487.428571428571,6.02857142857143
"4378","Syphilis < 2 years",2020-09-30,"New South Wales",123,1.5,482.428571428571,5.97142857142858
"4379","Syphilis > 2 years or unspecified duration",2020-09-30,"New South Wales",47,0.6,461.714285714286,5.71428571428572
"4380","Influenza (laboratory confirmed)",2020-09-30,"New South Wales",16,0.2,157.285714285714,1.94285714285715
"4381","Pneumococcal disease (invasive)",2020-09-30,"New South Wales",23,0.3,40.1428571428571,0.485714285714291
"4382","Rotavirus",2020-09-30,"New South Wales",17,0.2,46.4285714285714,0.571428571428577
"4383","Barmah Forest virus infection",2020-09-30,"New South Wales",19,0.2,71.5714285714286,0.885714285714291
"4384","Ross River virus infection",2020-09-30,"New South Wales",36,0.4,196.285714285714,2.42857142857143
"4385","Hepatitis B (unspecified)",2020-09-30,"Northern Territory",4,1.6,10.1428571428571,4.11428571428572
"4386","Hepatitis C (unspecified)",2020-09-30,"Northern Territory",6,2.4,10.8571428571429,4.4
"4387","Campylobacteriosis",2020-09-30,"Northern Territory",29,11.8,10.2857142857143,4.17142857142857
"4388","Salmonellosis",2020-09-30,"Northern Territory",24,9.8,10.5714285714286,4.28571428571429
"4389","Shigellosis",2020-09-30,"Northern Territory",7,2.8,41.7142857142857,16.9428571428571
"4390","Legionellosis",2020-09-30,"Northern Territory",1,0.4,59.5714285714286,24.2
"4391","Tuberculosis",2020-09-30,"Northern Territory",3,1.2,58.5714285714286,23.7857142857143
"4392","Chlamydial infection",2020-09-30,"Northern Territory",222,90.2,55.7142857142857,22.6142857142857
"4393","Gonococcal infection",2020-09-30,"Northern Territory",131,53.2,54.8571428571429,22.2714285714286
"4394","Syphilis < 2 years",2020-09-30,"Northern Territory",22,8.9,54.8571428571429,22.2714285714286
"4395","Syphilis > 2 years or unspecified duration",2020-09-30,"Northern Territory",4,1.6,54.5714285714286,22.1571428571429
"4396","Haemophilus influenzae type b",2020-09-30,"Northern Territory",1,0.4,23.2857142857143,9.44285714285715
"4397","Mumps",2020-09-30,"Northern Territory",1,0.4,4.71428571428571,1.9
"4398","Pertussis",2020-09-30,"Northern Territory",1,0.4,2.57142857142857,1.02857142857143
"4399","Pneumococcal disease (invasive)",2020-09-30,"Northern Territory",3,1.2,6.57142857142857,2.65714285714286
"4400","Rotavirus",2020-09-30,"Northern Territory",1,0.4,7.71428571428571,3.12857142857143
"4401","Varicella zoster (chickenpox)",2020-09-30,"Northern Territory",7,2.8,7.71428571428571,3.12857142857143
"4402","Varicella zoster (shingles)",2020-09-30,"Northern Territory",32,13,7.85714285714286,3.18571428571429
"4403","Varicella zoster (unspecified)",2020-09-30,"Northern Territory",9,3.7,7.71428571428571,3.12857142857143
"4404","Malaria",2020-09-30,"Northern Territory",1,0.4,8.71428571428571,3.54285714285714
"4405","Ross River virus infection",2020-09-30,"Northern Territory",2,0.8,11.4285714285714,4.65714285714286
"4406","Hepatitis B (unspecified)",2020-09-30,"Queensland",81,1.6,141.571428571429,2.8
"4407","Hepatitis C (newly acquired)",2020-09-30,"Queensland",44,0.9,139.857142857143,2.77142857142857
"4408","Hepatitis C (unspecified)",2020-09-30,"Queensland",157,3.1,150.571428571429,2.97142857142857
"4409","Campylobacteriosis",2020-09-30,"Queensland",594,11.7,150.714285714286,2.97142857142857
"4410","Cryptosporidiosis",2020-09-30,"Queensland",18,0.4,142.714285714286,2.81428571428571
"4411","Salmonellosis",2020-09-30,"Queensland",149,2.9,412.571428571429,8.11428571428571
"4412","Tuberculosis",2020-09-30,"Queensland",12,0.2,465.142857142857,9.14285714285714
"4413","COVID-19",2020-09-30,"Queensland",25,0.5,390.714285714286,7.67142857142857
"4414","Chlamydial infection",2020-09-30,"Queensland",1933,38,390.857142857143,7.67142857142857
"4415","Gonococcal infection",2020-09-30,"Queensland",525,10.3,374,7.34285714285714
"4416","Syphilis < 2 years",2020-09-30,"Queensland",73,1.4,375.571428571429,7.38571428571429
"4417","Syphilis > 2 years or unspecified duration",2020-09-30,"Queensland",19,0.4,373.571428571429,7.34285714285714
"4418","Influenza (laboratory confirmed)",2020-09-30,"Queensland",31,0.6,108.571428571429,2.12857142857143
"4419","Pneumococcal disease (invasive)",2020-09-30,"Queensland",23,0.5,101.285714285714,1.98571428571429
"4420","Rotavirus",2020-09-30,"Queensland",11,0.2,138.428571428571,2.71428571428571
"4421","Varicella zoster (chickenpox)",2020-09-30,"Queensland",78,1.5,139,2.72857142857143
"4422","Varicella zoster (shingles)",2020-09-30,"Queensland",474,9.3,144,2.82857142857143
"4423","Varicella zoster (unspecified)",2020-09-30,"Queensland",333,6.5,141.857142857143,2.78571428571429
"4424","Barmah Forest virus infection",2020-09-30,"Queensland",23,0.5,141.857142857143,2.78571428571429
